date,Vancouver,Victoria,Whitehorse
2012-05-16,12.5,12.35,3.45
2012-05-15,14.3,12.85,3.09
2012-05-14,13.75,15.85,4
2012-05-13,13.3,14.55,4.4
2012-05-12,11.9,12.8,6.15
2012-05-11,10,9.3,5.9
2012-05-10,10.3,8.54,3.2
2012-05-09,10.7,9.8,3.6
2012-05-08,14.4,13.65,4.8
2012-05-07,12.85,12.05,6.44
2012-05-06,10.25,9.64,4.15
2012-05-05,10.15,8.35,4.2
2012-05-04,10.25,10.5,2.45
2012-05-03,9.1,9.1,4.95
2012-05-02,9.4,7.35,2.7
2012-05-01,10.25,9,4.4
2012-04-30,10.7,10.7,4.05
2012-04-29,11.95,11.55,4.64
2012-04-28,11.15,10.25,4.8
2012-04-27,10.1,8,4.9
2012-04-26,11.35,11.1,3.3
2012-04-25,12.14,11.85,3.6
2012-04-24,11.6,11,2.05
2012-04-23,12.7,13.05,4
2012-04-22,13.15,13,3.3
2012-04-21,8.6,8.8,5
2012-04-20,10.3,9.3,4.55
2012-04-19,8.69,7.45,4.95
2012-04-18,9.14,10.15,3.75
2012-04-17,7.1,5.65,6.6
2012-04-16,11,9.44,4.2
2012-04-15,10.95,10.05,5.5
2012-04-14,9.55,7.85,4.59
2012-04-13,8.75,8.15,3.75
2012-04-12,10.45,8.35,3.85
2012-04-11,10.4,8.9,3.9
2012-04-10,12,11.6,2.44
2012-04-09,10.35,11.5,1.3
2012-04-08,7.5,8.69,3.64
2012-04-07,6.25,6.2,1.24
2012-04-06,6.5,4.75,1.65
2012-04-05,5.85,6.19,-1.14
2012-04-04,5.15,4.25,1
2012-04-03,6.6,6.69,0.55
2012-04-02,10,9.85,-4.7
2012-04-01,6.45,6.85,-2.5
2012-03-31,4.55,3.7,-1.05
2012-03-30,6.15,5.8,1.79
2012-03-29,7.15,7.35,3.1
2012-03-28,9.19,8.9,-0.25
2012-03-27,9.35,9.3,-3.75
2012-03-26,7.55,6.69,-6.69
2012-03-25,6.6,7.94,-4.4
2012-03-24,4.89,5.7,-7.55
2012-03-23,5.4,5.05,-10.5
2012-03-22,3.59,3.1,-7.75
2012-03-21,5.45,3.95,-8.35
2012-03-20,5.15,4.2,-8.05
2012-03-19,2.7,2.34,-8.3
2012-03-18,3.9,3.89,-4.7
2012-03-17,5.65,7.2,-6.3
2012-03-16,5.85,6.6,-6.3
2012-03-15,8.65,8.35,-10
2012-03-14,3.8,4.4,-7.4
2012-03-13,3.9,3,-9.69
2012-03-12,5.6,4.55,-9.3
2012-03-11,6.3,6.15,-6.25
2012-03-10,6.6,6.85,-3.5
2012-03-09,6.15,5.05,-4.55
2012-03-08,4.84,4.55,-6.9
2012-03-07,2.65,2.04,-10.19
2012-03-06,1.45,2.95,-7.55
2012-03-05,5.4,4.34,-12.85
2012-03-04,7.5,8.44,-6.9
2012-03-03,8.15,9.25,-5.19
2012-03-02,4.59,3.55,-4.39
2012-03-01,2.7,3.9,-13.9
2012-02-29,2.5,2.2,-10.3
2012-02-28,2.59,2.4,-4.05
2012-02-27,-0.55,0.14,-2.9
2012-02-26,3.1,0.8,-12.35
2012-02-25,5.35,5.95,-16.25
2012-02-24,3.55,5.15,-11.05
2012-02-23,6.6,4.19,-4.59
2012-02-22,6.55,7.1,-6
2012-02-21,6.55,8.25,-1.4
2012-02-20,4.95,4.4,-7.65
2012-02-19,4.9,3.65,-10.35
2012-02-18,5,4.25,-11.7
2012-02-17,6.6,6.75,-4.64
2012-02-16,4.84,4.15,-0.64
2012-02-15,5.45,3.14,-6.69
2012-02-14,4.9,4.09,-3
2012-02-13,4.9,5.9,-2.4
2012-02-12,6.94,6.35,-1.6
2012-02-11,8.9,7.5,-1.5
2012-02-10,9.6,8.05,-0.55
2012-02-09,7.3,5.55,-5.7
2012-02-08,7.3,6.35,-7.1
2012-02-07,3.1,5.05,-8.85
2012-02-06,2.2,4.75,-8
2012-02-05,2.45,3.15,-9.8
2012-02-04,1.8,4.1,-8.04
2012-02-03,2.7,4.69,-0.8
2012-02-02,4.55,4.89,-0.55
2012-02-01,4.9,4.9,-5.09
2012-01-31,6.65,6.75,-12.15
2012-01-30,6.85,7.55,-23.4
2012-01-29,6.7,5.4,-23.95
2012-01-28,3.55,2.65,-28.65
2012-01-27,3.3,2.45,-21.1
2012-01-26,4.4,3.95,-12.8
2012-01-25,6.5,6.75,-13.75
2012-01-24,6.9,7.5,-18.95
2012-01-23,4.75,5.5,-24.35
2012-01-22,4.7,5.09,-21.75
2012-01-21,5.55,5.45,-29.7
2012-01-20,0.64,2.55,-35.1
2012-01-19,-4.45,-2.54,-35.29
2012-01-18,-5.65,-3.75,-29.95
2012-01-17,-0.99,-1.35,-30.8
2012-01-16,-0.55,-1.14,-35.84
2012-01-15,-1.45,-1.05,-32
2012-01-14,2.15,1.65,-24.15
2012-01-13,0.19,-0.1,-11.3
2012-01-12,1.44,1.6,-2.75
2012-01-11,1.24,1.35,-3.15
2012-01-10,3.15,2.2,-15.95
2012-01-09,7.9,6.8,-8.44
2012-01-08,6.8,6.5,-0.7
2012-01-07,4.09,5.69,-4.34
2012-01-06,2.75,2.7,-7.6
2012-01-05,6.2,4.85,-8.4
2012-01-04,9.69,8.5,-12.3
2012-01-03,7.9,7.9,-13.15
2012-01-02,5.7,5.5,-6.25
2012-01-01,3.85,3.8,-11.15
2011-12-31,1.95,2.04,-15.95
2011-12-30,6.3,6.4,-15.25
2011-12-29,7.55,7.44,-11.89
2011-12-28,9.55,10.35,-9.6
2011-12-27,5.7,6.4,-8.05
2011-12-26,3.7,5.19,-8.8
2011-12-25,5.45,4.89,-5.45
2011-12-24,7.19,6.05,-5.05
2011-12-23,4.59,3.35,-1.7
2011-12-22,1.05,0.85,-0.95
2011-12-21,2.15,1.65,-3.2
2011-12-20,5.05,5.35,-10.25
2011-12-19,5.65,6,-7.44
2011-12-18,5.85,5.4,-5.15
2011-12-17,7.75,6.05,-7.35
2011-12-16,5.95,6.19,-3.15
2011-12-15,4.84,3.9,-5.05
2011-12-14,2.7,1.45,-12.85
2011-12-13,1.35,1.04,-9.85
2011-12-12,0.29,0.79,-1.35
2011-12-11,1.65,2.15,-5.65
2011-12-10,0.25,1.49,-8.75
2011-12-09,0.2,1.75,-3.45
2011-12-08,2.09,1.65,-5.3
2011-12-07,2.95,2.45,-19.7
2011-12-06,1.2,3.85,-17.09
2011-12-05,2.34,1.75,-0.54
2011-12-04,3.15,3,-0.29
2011-12-03,2.4,2.75,-0.75
2011-12-02,3.55,3.15,-2.35
2011-12-01,2.2,3.05,-3.8
2011-11-30,3.9,4.75,-8.9
2011-11-29,4.7,4.5,-10.8
2011-11-28,5,4.1,-9.3
2011-11-27,8.89,6.6,-19.85
2011-11-26,6.69,7.55,-20.25
2011-11-25,6.25,3.74,-17.75
2011-11-24,3.95,3.09,-20.25
2011-11-23,5.2,4.5,-18.85
2011-11-22,7.5,7.3,-20.5
2011-11-21,4.39,6.25,-23.4
2011-11-20,-1.09,-0.4,-29.9
2011-11-19,0.19,0.55,-27.5
2011-11-18,1.95,1.5,-24.8
2011-11-17,4.39,4.34,-20.5
2011-11-16,4.15,4.25,-17.05
2011-11-15,3.8,3.05,-15.14
2011-11-14,6,4.4,-12.55
2011-11-13,6.55,5.5,-7.8
2011-11-12,3,3.3,-7.65
2011-11-11,6.1,6.55,-9
2011-11-10,9.44,7.85,-6.6
2011-11-09,9.5,9.6,-9.75
2011-11-08,6.75,7.25,-5.1
2011-11-07,4.5,6.1,-0.6
2011-11-06,3.34,3.75,-2.29
2011-11-05,6.1,4.59,-7.35
2011-11-04,3.75,4.75,-7.05
2011-11-03,6.85,5.85,-11.1
2011-11-02,6.4,4.35,-5.05
2011-11-01,5.7,4.65,1.75
2011-10-31,7.5,7.55,-1.4
2011-10-30,9.14,9.55,0.6
2011-10-29,7.4,7.85,0
2011-10-28,7,7.15,-0.5
2011-10-27,6.5,5.8,-0.1
2011-10-26,6.2,4.95,1
2011-10-25,6.94,7.05,3.09
2011-10-24,8.44,8.55,0.3
2011-10-23,9,9.65,1.45
2011-10-22,10.95,11.8,0.5
2011-10-21,11.1,11.9,-1.29
2011-10-20,11.95,11.75,-0.29
2011-10-19,10.65,11.2,0.14
2011-10-18,8.94,10.55,2.65
2011-10-17,9.4,8.35,-0.19
2011-10-16,6.69,6.95,3.1
2011-10-15,7.3,7.44,2.95
2011-10-14,9.1,8.65,0
2011-10-13,8.69,8.35,0.54
2011-10-12,10.65,10.05,0.25
2011-10-11,12.65,13.35,1.05
2011-10-10,11.1,10.6,-0.19
2011-10-09,11.2,10.75,1.95
2011-10-08,12.05,10.19,2.9
2011-10-07,11.55,11.6,6.6
2011-10-06,12.35,10.85,5.2
2011-10-05,11.75,11.15,4.15
2011-10-04,13.3,10.35,-0.35
2011-10-03,14.1,12.9,3.14
2011-10-02,11.3,10.55,2.6
2011-10-01,11.4,11.45,4.4
2011-09-30,12.8,12.2,5.25
2011-09-29,12.25,13.1,4.75
2011-09-28,11.45,11.25,4.85
2011-09-27,14.89,13.8,0.95
2011-09-26,13.1,11.55,3.6
2011-09-25,14.25,13.15,1.35
2011-09-24,19.64,15.7,6.8
2011-09-23,21.29,18.25,3.95
2011-09-22,17.3,16.85,7.25
2011-09-21,17.64,14.75,7.4
2011-09-20,15.1,13.7,10
2011-09-19,15.75,13.64,7.19
2011-09-18,16,15.89,3.75
2011-09-17,14.45,14,6.7
2011-09-16,14.7,13.05,4.8
2011-09-15,16.14,16.5,7.2
2011-09-14,17.25,15.05,10.9
2011-09-13,17.05,13.3,12.8
2011-09-12,17.6,14.1,7.65
2011-09-11,18.95,19.55,6.55
2011-09-10,18.75,18.75,7.45
2011-09-09,17.8,18.14,9.8
2011-09-08,19,19.05,5.65
2011-09-07,18.05,19.2,10
2011-09-06,17.8,15.7,11
2011-09-05,18.95,14.95,9.5
2011-09-04,17.1,17.04,9.35
2011-09-03,15.85,16.7,6.95
2011-09-02,15.2,14.5,7.25
2011-09-01,15.2,13.55,10.1
2011-08-31,15.7,14.8,8.5
2011-08-30,17.3,15.45,9.9
2011-08-29,17.45,14.9,10.85
2011-08-28,18.39,17.8,7.45
2011-08-27,20.6,17.29,10.4
2011-08-26,18.85,19.85,9.69
2011-08-25,19.75,18.64,9.65
2011-08-24,17.95,18.5,8.15
2011-08-23,19,17.6,12.35
2011-08-22,18.6,17.8,11.35
2011-08-21,21.85,19.85,13.6
2011-08-20,18.95,18.64,13.64
2011-08-19,17.45,17.25,9.5
2011-08-18,17.14,15.9,10.89
2011-08-17,17.75,15.85,11.35
2011-08-16,16.95,16,9.5
2011-08-15,16.75,15.55,10.45
2011-08-14,17.5,16.25,10.7
2011-08-13,17.5,18.45,12.6
2011-08-12,18.7,15.75,9.85
2011-08-11,18.89,15.25,9.39
2011-08-10,16.79,14.85,7.2
2011-08-09,17.45,15.7,9.85
2011-08-08,17.89,15.75,11.45
2011-08-07,17.45,16.7,10.95
2011-08-06,18.25,17.1,11.35
2011-08-05,18.3,16.95,14
2011-08-04,19.35,18.29,14.3
2011-08-03,18.85,19.14,14.45
2011-08-02,19.45,17.2,11.65
2011-08-01,17.5,17.1,14.3
2011-07-31,18.2,17.5,13.3
2011-07-30,19.45,17.8,13.85
2011-07-29,18.6,17.85,12.35
2011-07-28,18.39,16.2,12.85
2011-07-27,17.25,16.2,10.4
2011-07-26,16.8,16.89,11.3
2011-07-25,17.8,17.89,13.45
2011-07-24,18.5,18.8,15.9
2011-07-23,15.7,16.7,18.2
2011-07-22,15.95,15.39,16.15
2011-07-21,16.39,17.25,15.15
2011-07-20,18.85,18.04,12.65
2011-07-19,17.5,16.85,12.3
2011-07-18,17.55,16.64,12.14
2011-07-17,16.6,15.95,16.5
2011-07-16,16.6,15.64,15.85
2011-07-15,17.79,15.6,15.5
2011-07-14,16.14,14.65,15.85
2011-07-13,16.95,15.75,18.14
2011-07-12,17.39,16.45,16.85
2011-07-11,17.05,14.8,16
2011-07-10,16.95,15.7,14.4
2011-07-09,14.65,13.85,11.1
2011-07-08,15.45,14.25,13.85
2011-07-07,16.7,16.64,13.4
2011-07-06,19.14,17.5,12.9
2011-07-05,17.6,16.6,13.35
2011-07-04,17.1,15.85,11.55
2011-07-03,17.25,16.35,11.35
2011-07-02,18.05,15.5,10.75
2011-07-01,14.75,13.6,12.35
2011-06-30,16,15.15,10.1
2011-06-29,17.39,16.45,11.3
2011-06-28,18.25,17.05,14.65
2011-06-27,17.64,16.3,16.7
2011-06-26,14.7,14.15,16.5
2011-06-25,14.8,14.15,19
2011-06-24,13.95,13.4,16.75
2011-06-23,15.1,14.9,14.1
2011-06-22,16.7,17.6,13.45
2011-06-21,17.64,16.6,11
2011-06-20,16.7,14.4,13.2
2011-06-19,14.75,14.65,11.45
2011-06-18,14.8,14,14.45
2011-06-17,16,11.75,13.4
2011-06-16,13.85,13.3,12.45
2011-06-15,14.05,13.45,10.75
2011-06-14,14.3,11.95,13.45
2011-06-13,16.2,16.14,9.65
2011-06-12,15.35,12.75,11.05
2011-06-11,14.6,14.5,11.25
2011-06-10,15.3,14.6,9.5
2011-06-09,15.45,12.95,8.05
2011-06-08,14.45,14,14.75
2011-06-07,14.39,13.4,14.25
2011-06-06,16.45,15.45,12.5
2011-06-05,15.25,15.39,9.8
2011-06-04,14,14.7,8.5
2011-06-03,13.75,12.95,10.55
2011-06-02,11.85,11.3,12.3
2011-06-01,13.45,13.35,14.4
2011-05-31,12.85,12.5,16.14
2011-05-30,13.8,12.05,14.95
2011-05-29,13.45,13.1,13.2
2011-05-28,11.6,10.15,15.55
2011-05-27,12.25,12.45,14.55
2011-05-26,11.89,11.5,12.1
2011-05-25,12.1,11.75,9.9
2011-05-24,12.64,10.35,12
2011-05-23,11.4,10.8,9.1
2011-05-22,12.95,12.25,8.9
2011-05-21,12,11.95,11.9
2011-05-20,13.45,12.65,11.45
2011-05-19,11.55,11.7,9.75
2011-05-18,10.15,10.5,13.05
2011-05-17,9.35,8.85,10.89
2011-05-16,11.25,11.4,6.85
2011-05-15,11.35,11.1,4
2011-05-14,12.85,13.55,6.35
2011-05-13,9.2,10.1,3.8
2011-05-12,8.94,8,1.79
2011-05-11,10.1,8.55,2.95
2011-05-10,11.45,10.25,3.75
2011-05-09,12.35,11.75,4.4
2011-05-08,9.3,9.44,5.15
2011-05-07,9.5,10.05,7.35
2011-05-06,9.85,9.55,6
2011-05-05,10.85,11.1,6.75
2011-05-04,10.64,8.8,5.65
2011-05-03,7.65,9.65,5.4
2011-05-02,9.5,9.8,5.05
2011-05-01,9.8,7.9,2.04
2011-04-30,9.55,9.65,2.84
2011-04-29,8.19,7.45,3.45
2011-04-28,7.9,7.6,4
2011-04-27,8.05,7.75,2.8
2011-04-26,10.45,8.69,3.75
2011-04-25,7.19,7.6,3.95
2011-04-24,8.1,7.6,3.64
2011-04-23,8.15,8.4,5.2
2011-04-22,6.9,7.55,0.8
2011-04-21,8,5.55,-0.09
2011-04-20,5.85,5,1.25
2011-04-19,7.4,5.45,-1.6
2011-04-18,6.6,6.15,0.14
2011-04-17,6.4,5.3,-0.95
2011-04-16,6.65,6.65,0.05
2011-04-15,5.35,3.75,0.8
2011-04-14,4.8,4.6,-0.45
2011-04-13,7.5,6.95,2.7
2011-04-12,6.4,5.35,-0.9
2011-04-11,8.6,6.69,-2.45
2011-04-10,8.69,9.19,-1.15
2011-04-09,8.94,9.05,0.7
2011-04-08,6.35,6.8,2.75
2011-04-07,6.19,5.3,-0.9
2011-04-06,6.95,5.8,-3.1
2011-04-05,6.85,6.35,-1.5
2011-04-04,4.75,5.85,1.5
2011-04-03,6.55,5.05,-0.45
2011-04-02,8,7,-0.64
2011-04-01,7.9,5.6,2.45
2011-03-31,11.15,11.5,2.3
2011-03-30,7.9,9.85,3
2011-03-29,8.35,7.8,-1.6
2011-03-28,8.15,6.15,1.44
2011-03-27,9.25,8.05,1.5
2011-03-26,8.19,7.69,1.04
2011-03-25,6.9,7.3,-1.85
2011-03-24,8.44,9.55,-3.45
2011-03-23,6.35,6.9,-5.15
2011-03-22,7.35,5.95,-5
2011-03-21,6.85,6.2,-9.19
2011-03-20,4.09,5.7,-12.5
2011-03-19,6.9,6.55,-14.65
2011-03-18,7.1,5.2,-8.1
2011-03-17,5.9,5.85,0.15
2011-03-16,7.75,7.25,-5.4
2011-03-15,8.35,8.44,-12
2011-03-14,8.55,7.8,-15.25
2011-03-13,8.05,7.55,-17.45
2011-03-12,7.15,7.75,-25.5
2011-03-11,6.1,6.6,-23.35
2011-03-10,8.75,8.3,-18.95
2011-03-09,8.55,8.75,-17.3
2011-03-08,4.15,5.8,-16.89
2011-03-07,3.5,4.25,-19.35
2011-03-06,4.6,3.95,-17.6
2011-03-05,5.55,4.4,-16.6
2011-03-04,3.3,3.85,-19.85
2011-03-03,4.65,4.9,-20.3
2011-03-02,6.25,6.05,-24.2
2011-03-01,3.5,2.4,-23.6
2011-02-28,4.45,3.3,-21.3
2011-02-27,1.55,3.1,-19.14
2011-02-26,-3.5,-2.95,-13.1
2011-02-25,-4.39,-3.9,-14.6
2011-02-24,-0.55,-1.6,-20.7
2011-02-23,0.8,-0.85,-21.9
2011-02-22,2.95,1.9,-15.25
2011-02-21,2.04,1.9,-14.2
2011-02-20,0.9,0.75,-14.95
2011-02-19,1.3,3.15,-10.45
2011-02-18,6.15,3.75,-21.8
2011-02-17,2.54,2.2,-27.65
2011-02-16,5.35,4.3,-29
2011-02-15,6.6,4.55,-25.7
2011-02-14,7.35,7.2,-23.25
2011-02-13,6.55,6.05,-17.89
2011-02-12,6.9,5.15,-12.4
2011-02-11,3.55,3.7,-2.54
2011-02-10,2.04,2.25,-3.5
2011-02-09,2.4,1.7,-4.7
2011-02-08,3.7,3,-18.05
2011-02-07,6.6,5.2,-20.2
2011-02-06,6.75,7.5,-13.4
2011-02-05,6.75,6.4,-11.2
2011-02-04,9.75,9.69,-3.55
2011-02-03,5.2,5.69,1.14
2011-02-02,1.6,2.15,2.04
2011-02-01,0.39,1.35,-4
2011-01-31,0.6,0.7,-15.35
2011-01-30,2.09,1.25,-18.04
2011-01-29,5.85,6.35,-13.3
2011-01-28,4.6,6.5,-11.35
2011-01-27,5.09,5.15,-3.7
2011-01-26,8.75,5.5,-0.95
2011-01-25,7.8,5.9,-0.75
2011-01-24,6.9,7.5,-0.3
2011-01-23,6.55,6.35,-5.15
2011-01-22,5.2,4.2,-2.25
2011-01-21,5.09,6.85,-15.45
2011-01-20,2.35,3.09,-19.6
2011-01-19,1.8,1.5,-27.3
2011-01-18,3.15,2.85,-27.7
2011-01-17,8,8.15,-26.85
2011-01-16,10.45,11.3,-30.5
2011-01-15,9.1,10.19,-37.1
2011-01-14,10.15,11.3,-36.4
2011-01-13,7.44,6.8,-30.9
2011-01-12,3.55,4.4,-21.6
2011-01-11,-0.75,0.35,-14.85
2011-01-10,-1.09,0.5,-15.35
2011-01-09,0.54,0.84,-22.65
2011-01-08,2.95,1.9,-19.89
2011-01-07,7.05,4.55,-11.35
2011-01-06,5.75,6.1,-9.35
2011-01-05,3.55,4.2,-6.25
2011-01-04,0.5,0.89,-0.64
2011-01-03,-0.3,0.44,-1.8
2011-01-02,-1.3,-0.39,-2.9
2011-01-01,-1.55,-0.95,-1.79
2010-12-31,-2.09,-2.2,-4.75
2010-12-30,-0.5,-0.95,-14.75
2010-12-29,1.9,2.1,-26.15
2010-12-28,4.25,2.45,-27.15
2010-12-27,4.95,4.65,-25.3
2010-12-26,6.95,6.4,-25.1
2010-12-25,8.39,8.19,-25.3
2010-12-24,8.35,9.4,-21.6
2010-12-23,6,6.6,-19.64
2010-12-22,7.5,8,-25.4
2010-12-21,6.9,8.05,-24
2010-12-20,3.1,4.75,-31.15
2010-12-19,3.3,3.34,-25.6
2010-12-18,2.55,4.75,-27.15
2010-12-17,4.45,3.09,-28.6
2010-12-16,4.9,4.35,-21.95
2010-12-15,5.55,5,-19.95
2010-12-14,5.75,5.9,-23.8
2010-12-13,7.5,5.8,-21.79
2010-12-12,8.44,9.55,-16.3
2010-12-11,6.19,6.4,-15
2010-12-10,6.6,5.8,-19.89
2010-12-09,6.3,6.9,-13.3
2010-12-08,8.35,8.4,-9.15
2010-12-07,8.25,7.2,-8.25
2010-12-06,3.59,3.4,-5.5
2010-12-05,1.65,2.8,0.7
2010-12-04,1.2,2.34,-6.7
2010-12-03,3.3,3.15,-23.55
2010-12-02,3.85,3.55,-27.65
2010-12-01,4.5,5.45,-20.05
2010-11-30,5.35,6.95,-15.1
2010-11-29,3,4.2,-11.55
2010-11-28,3.25,2.15,-11.05
2010-11-27,4.55,4.2,-11
2010-11-26,4.25,3.5,-7.85
2010-11-25,0.19,1.6,-5.55
2010-11-24,-5.05,-5.4,-2.9
2010-11-23,-6.35,-6,-11.25
2010-11-22,-4,-3.25,-12
2010-11-21,-1.2,-2,-6.1
2010-11-20,1.6,0.25,-10.25
2010-11-19,2.54,2.7,-9.94
2010-11-18,3.75,2.9,-14.55
2010-11-17,6.9,6.2,-15.9
2010-11-16,8.94,9.3,-9.3
2010-11-15,10.35,10,-11.1
2010-11-14,8,7.3,-3.64
2010-11-13,7.35,7.8,2.34
2010-11-12,7.45,5.75,0.75
2010-11-11,4.94,5.6,-2.54
2010-11-10,5.95,6.6,-7.9
2010-11-09,6.35,5.3,-4.7
2010-11-08,7.19,7,-2.6
2010-11-07,9.19,8.65,-0.04
2010-11-06,7.6,6.2,-0.55
2010-11-05,8.6,8.6,-0.6
2010-11-04,10.55,9.44,2.44
2010-11-03,9.69,11.05,1.14
2010-11-02,10.7,9.8,3.8
2010-11-01,10.85,12.15,0.25
2010-10-31,9.69,8.25,-2
2010-10-30,11.05,8.3,-2.95
2010-10-29,10.15,9.05,1.7
2010-10-28,9.85,9.25,-1.7
2010-10-27,11.25,9.9,-5.55
2010-10-26,8.75,9.19,-0.44
2010-10-25,10.25,10.15,0.55
2010-10-24,11.25,10.5,0.8
2010-10-23,12.45,11.05,-1.9
2010-10-22,12.45,10.8,-6.69
2010-10-21,10.14,8.05,-2.95
2010-10-20,9.19,10.95,-1.3
2010-10-19,11.45,10.19,2.6
2010-10-18,9.19,8.25,4
2010-10-17,7.69,7.35,2.15
2010-10-16,7.8,7.25,0.09
2010-10-15,9.55,8.05,-0.5
2010-10-14,10.4,9.25,2.15
2010-10-13,10.65,12.2,3.3
2010-10-12,12.95,11.15,-0.75
2010-10-11,9.85,9.25,2.8
2010-10-10,13.35,13.55,2.8
2010-10-09,15,13.25,1.5
2010-10-08,14.85,13.14,2.7
2010-10-07,11.65,10.05,3.1
2010-10-06,11.55,11.85,5.3
2010-10-05,10.75,10.7,3.25
2010-10-04,12.25,10.5,2.9
2010-10-03,13.7,11.45,5.85
2010-10-02,15.5,13.7,7
2010-10-01,15.8,13.9,9.75
2010-09-30,13.5,14.35,7.8
2010-09-29,13.4,12.8,6.15
2010-09-28,15.6,15.5,0.35
2010-09-27,17.89,15.55,2.4
2010-09-26,17.14,14.1,5.8
2010-09-25,18.55,14.95,0.89
2010-09-24,13.8,12.85,-0.09
2010-09-23,11.75,12.2,1
2010-09-22,12.85,11.6,5
2010-09-21,13.89,12,4.45
2010-09-20,15.35,15,4.55
2010-09-19,16.75,17.75,4.65
2010-09-18,17.14,15.9,7.85
2010-09-17,17.04,18.14,7.45
2010-09-16,17.7,15.3,8.85
2010-09-15,16.05,14.4,9.35
2010-09-14,15.25,15.05,8.9
2010-09-13,15.25,14.2,10.7
2010-09-12,12.95,12.85,10.05
2010-09-11,13.6,12.45,9.5
2010-09-10,14.85,13.25,9
2010-09-09,14.85,14,10.5
2010-09-08,15.1,15.05,10.6
2010-09-07,14.9,14.6,7.8
2010-09-06,12.85,12.7,8
2010-09-05,14.15,13,6.75
2010-09-04,16.39,14.1,11.15
2010-09-03,18.8,16.85,8.5
2010-09-02,15.14,15.95,8.14
2010-09-01,16.55,14.3,10.85
2010-08-31,13.45,14.25,11.3
2010-08-30,15.45,15.89,8.75
2010-08-29,14.6,13.15,7.45
2010-08-28,15.2,14.8,8.6
2010-08-27,15.9,15.5,8.54
2010-08-26,17.45,16.89,10.9
2010-08-25,19.85,18.3,11.5
2010-08-24,18.25,17.64,9.94
2010-08-23,17.45,15,11.4
2010-08-22,18.2,17.14,11.55
2010-08-21,16.8,14.55,7.4
2010-08-20,16,14.1,9.1
2010-08-19,17.3,16.35,10.55
2010-08-18,17.14,14.4,10.8
2010-08-17,21,17.7,18.45
2010-08-16,23.3,20.2,21.7
2010-08-15,23.35,23.95,19.6
2010-08-14,22,24.04,17.85
2010-08-13,21.65,21.85,14.95
2010-08-12,17.85,16.05,13.65
2010-08-11,17.6,15.95,13.3
2010-08-10,17.89,16.25,13.14
2010-08-09,16.6,13.85,12.15
2010-08-08,17.35,17.45,13.2
2010-08-07,15.8,14,15.14
2010-08-06,17.89,15.75,16
2010-08-05,22.6,19.89,19.35
2010-08-04,20.95,19.89,20.7
2010-08-03,19.6,18.1,19.55
2010-08-02,18.55,16.64,19.39
2010-08-01,17.35,14.1,18.3
2010-07-31,17.95,14.05,14.64
2010-07-30,18.25,15.75,15.85
2010-07-29,17.39,14.25,15.5
2010-07-28,19.3,14.5,17.35
2010-07-27,21.1,16.05,17.25
2010-07-26,21.2,18.45,14.55
2010-07-25,19,18.55,12.75
2010-07-24,18.89,18.75,13.2
2010-07-23,17.39,16.75,11.75
2010-07-22,18.7,15.95,13.25
2010-07-21,18,17,16.1
2010-07-20,17.7,16.95,15.15
2010-07-19,16.2,13.8,15.6
2010-07-18,16.75,14.1,15.2
2010-07-17,16.8,13.95,14.7
2010-07-16,18.25,14.5,12.55
2010-07-15,17.6,16.05,12.85
2010-07-14,17.3,16.5,11.05
2010-07-13,15.1,14.64,13.75
2010-07-12,16.89,16.04,13.9
2010-07-11,19.64,17.45,12.75
2010-07-10,21.6,19.79,16.85
2010-07-09,21.85,22.05,16.25
2010-07-08,21.5,23.7,16.25
2010-07-07,21.35,21.1,18.3
2010-07-06,17.05,17.6,14.5
2010-07-05,16.25,15.65,11.45
2010-07-04,16.1,14.7,12.1
2010-07-03,16.39,14.85,11.55
2010-07-02,14.7,14.55,12.89
2010-07-01,14.25,11.64,10.14
2010-06-30,14.8,11.8,9.35
2010-06-29,14.45,11.85,12.6
2010-06-28,16.25,15.3,13.85
2010-06-27,15.7,16.64,11.5
2010-06-26,15.05,13.64,12.7
2010-06-25,16.5,15.55,14.55
2010-06-24,18.1,19.1,13.85
2010-06-23,18.75,18,12
2010-06-22,16.05,14.1,12.55
2010-06-21,15.05,13.5,16.35
2010-06-20,15.14,15.39,15.25
2010-06-19,16.35,15.3,14.05
2010-06-18,15.05,14.75,12.3
2010-06-17,13.3,14.3,11.6
2010-06-16,13.8,12.35,10.4
2010-06-15,12.35,11.75,12.15
2010-06-14,15.2,12.6,12
2010-06-13,15.2,15.2,9.3
2010-06-12,15.2,14.25,10
2010-06-11,15.4,14.4,10.65
2010-06-10,13.8,13.3,14.95
2010-06-09,14.55,13.85,12.25
2010-06-08,14.2,13.65,11.95
2010-06-07,15.95,14.8,12.15
2010-06-06,14.39,12.65,10.15
2010-06-05,14.2,13.25,9.4
2010-06-04,13.65,14.3,10.19
2010-06-03,11.55,11.39,11.8
2010-06-02,14.9,13.7,14.45
2010-06-01,13.7,11.75,13
2010-05-31,14.5,14.25,12.45
2010-05-30,12.1,8.19,15.75
2010-05-29,10.95,12.7,16.85
2010-05-28,12.6,13.1,14.65
2010-05-27,13.65,13.95,12.75
2010-05-26,12.55,12.14,11.95
2010-05-25,13.89,12.65,10.95
2010-05-24,12.65,11.3,12.85
2010-05-23,11.55,11,13.6
2010-05-22,9.75,10.05,13.2
2010-05-21,10.3,9.94,11.05
