date,Vancouver,Victoria,Whitehorse
2022-01-07,2.95,1.6,-30.55
2022-01-06,0.19,2.85,-40.04
2022-01-05,-1.29,0.44,-39.65
2022-01-04,2.55,3,-34.54
2022-01-03,3.5,3.09,-28.4
2022-01-02,2.75,4.8,-23.55
2022-01-01,-4.2,-4.45,-15.4
2021-12-31,-6.7,-6.3,-18.2
2021-12-30,-4.39,-2.85,-15.85
2021-12-29,-7.9,-4.34,-11.2
2021-12-28,-8.6,-5,-12.75
2021-12-27,-11.55,-7.3,-13.6
2021-12-26,-8.25,-5.95,-21.95
2021-12-25,-2.6,-0.4,-24.7
2021-12-24,1.85,2.65,-17.45
2021-12-23,4.4,2.25,-22.4
2021-12-22,4.9,5.4,-21.8
2021-12-21,-2.4,-0.15,-10.8
2021-12-20,-1.05,0.05,-18.5
2021-12-19,1.65,3,-22.35
2021-12-18,4.25,4.7,-27.04
2021-12-17,0.05,0.95,-22.65
2021-12-16,3,3.55,-27.4
2021-12-15,4.9,5.5,-27.25
2021-12-14,2.55,1.44,-22.4
2021-12-13,3.95,4.8,-24.8
2021-12-12,3.09,2.05,-19
2021-12-11,4.85,5.1,-12.75
2021-12-10,2.75,2.6,-9.94
2021-12-09,3,2.8,-19.35
2021-12-08,4.35,5.25,-11.85
2021-12-07,4.75,5.4,-7.7
2021-12-06,1.95,1.95,-16.89
2021-12-05,0.95,0.9,-26.45
2021-12-04,3.45,1.7,-27.75
2021-12-03,2.2,3.45,-18.35
2021-12-02,6.1,5.95,-10.15
2021-12-01,10.65,12.4,-9.55
2021-11-30,10.25,10.4,-18.1
2021-11-29,11.25,10.8,-21.45
2021-11-28,10.55,12.45,-20.8
2021-11-27,9.15,8.3,-17.1
2021-11-26,8.4,8.44,-13.7
2021-11-25,6.25,7.55,-15.14
2021-11-24,5,3.3,-12.05
2021-11-23,6.75,5.4,-13.3
2021-11-22,4.15,4.14,-16.2
2021-11-21,5.7,5.3,-20.5
2021-11-20,5,3.75,-25.55
2021-11-19,4.84,5.65,-23.5
2021-11-18,3.95,4.05,-15.1
2021-11-17,2.5,3.5,-6.45
2021-11-16,4.45,5,-13.14
2021-11-15,8.85,8.94,-11.39
2021-11-14,9,11.45,-7.44
2021-11-13,6.45,7.55,-4.84
2021-11-12,9.9,9.75,-4.95
2021-11-11,8,8.19,-7.8
2021-11-10,6.55,6.75,-7.7
2021-11-09,9.25,8.35,-9.75
2021-11-08,7.35,7.35,-13
2021-11-07,6.35,6.2,-8.7
2021-11-06,6.85,7.44,-1.04
2021-11-05,9.14,8.65,-1.35
2021-11-04,10.85,12.2,-3.7
2021-11-03,11.25,10.45,0.15
2021-11-02,8.25,8.75,-2.6
2021-11-01,4.65,4,-0.6
2021-10-31,4.5,6,0.55
2021-10-30,4.7,6.75,0.05
2021-10-29,7.35,7.75,-0.64
2021-10-28,8.69,8.3,0.35
2021-10-27,10.35,10.75,0.49
2021-10-26,10.35,11.05,-1.4
2021-10-25,11.95,10.9,-4.09
2021-10-24,11.2,11.75,-0.34
2021-10-23,10.35,10.5,3.59
2021-10-22,10.6,11.1,3.6
2021-10-21,14.05,11.5,3.7
2021-10-20,10.1,11.8,2.5
2021-10-19,8.25,7.95,1.7
2021-10-18,9.3,7.65,-1.55
2021-10-17,10.95,10.7,-3.45
2021-10-16,12.7,12,-3.35
2021-10-15,10.75,11.45,1.2
2021-10-14,8.6,9.5,2.7
2021-10-13,7.25,7.25,2.95
2021-10-12,6.1,5.15,2.7
2021-10-11,7.3,7.05,1.5
2021-10-10,10.7,9.4,1.85
2021-10-09,8.6,7.7,4.35
2021-10-08,9.05,9,1.4
2021-10-07,9.1,8.55,1.8
2021-10-06,9.05,9.05,-1.05
2021-10-05,10.7,11,1.75
2021-10-04,11.45,9.94,0.8
2021-10-03,12.1,11.5,0.8
2021-10-02,11.5,11,4.3
2021-10-01,11.3,11.39,5.9
2021-09-30,13.2,11.7,3.1
2021-09-29,11.6,12.15,0.8
2021-09-28,14.3,14.65,1.14
2021-09-27,14.2,14.05,0.65
2021-09-26,13.8,12.64,0.95
2021-09-25,16.25,13.25,4.09
2021-09-24,13.45,15.4,7.35
2021-09-23,14.05,14.45,3.45
2021-09-22,15.1,14.4,2.75
2021-09-21,13.05,14.2,8
2021-09-20,13.7,13.1,4.7
2021-09-19,13.3,15.2,5.65
2021-09-18,15.3,14.8,6.1
2021-09-17,12.55,13.1,4.75
2021-09-16,10.9,11.45,7.55
2021-09-15,14.55,13.6,5.65
2021-09-14,13.35,11.4,6.9
2021-09-13,14.3,14.9,9.55
2021-09-12,15.5,15.3,10.8
2021-09-11,15.85,14.6,10.45
2021-09-10,19.25,17.64,10.55
2021-09-09,20.3,18.64,10.75
2021-09-08,19.39,18.6,10.75
2021-09-07,16.95,17.8,9.3
2021-09-06,17.04,15.9,10.15
2021-09-05,17.14,16.2,11.95
2021-09-04,16.1,14.05,12.8
2021-09-03,17.64,14.05,11.45
2021-09-02,15.7,17.29,14.39
2021-09-01,13.8,14.15,12.15
2021-08-31,15.7,13.7,10.15
2021-08-30,15.8,15.2,11.2
2021-08-29,16.85,16.35,8.19
2021-08-28,15.45,15.85,8.65
2021-08-27,17.14,16.5,11.85
2021-08-26,16.3,15.7,12.35
2021-08-25,18.25,17.25,11.3
2021-08-24,15.8,16.75,11.45
2021-08-23,16.55,15.45,12
2021-08-22,18.64,16.7,10.6
2021-08-21,18.35,15.7,8.6
2021-08-20,16.25,15.1,10.6
2021-08-19,18.39,17.2,12.5
2021-08-18,16.89,16.6,12
2021-08-17,17.8,16.1,11.25
2021-08-16,18.7,18.2,11.5
2021-08-15,20.35,16.3,9.9
2021-08-14,22.4,17.29,13.25
2021-08-13,22.75,21.4,16.35
2021-08-12,23.2,26.05,15.5
2021-08-11,20.75,20.65,12.65
2021-08-10,19.75,19.14,14.64
2021-08-09,18.95,18.7,15
2021-08-08,18.75,18.05,14.8
2021-08-07,18.1,18.7,16.55
2021-08-06,20.65,19.75,13.75
2021-08-05,22.95,20.65,17.8
2021-08-04,20.25,19,17.45
2021-08-03,20.55,20.2,16.6
2021-08-02,19.5,18.1,20.14
2021-08-01,21.95,17.95,20.1
2021-07-31,21.85,20.14,19.14
2021-07-30,21.65,21.5,16.39
2021-07-29,20.65,20.05,15.05
2021-07-28,20.35,18.75,12.7
2021-07-27,19.45,17.75,12.89
2021-07-26,19.7,17,12.75
2021-07-25,19.89,18.54,13.2
2021-07-24,19.7,19.1,14
2021-07-23,19.85,17.55,14.7
2021-07-22,17.25,17.35,14.35
2021-07-21,17.54,17.75,18.1
2021-07-20,19.35,19.2,17.55
2021-07-19,20.3,19.89,18.7
2021-07-18,17.95,18.05,16.25
2021-07-17,19.55,17.85,14.8
2021-07-16,17.14,15.89,12.35
2021-07-15,17.14,15.95,12.9
2021-07-14,19.14,16.95,11.5
2021-07-13,19.25,16.55,13.45
2021-07-12,18.64,17.75,14.35
2021-07-11,18.45,17.75,12.39
2021-07-10,19.55,18.25,11.9
2021-07-09,20.1,18.1,13.4
2021-07-08,17.95,15.2,15.3
2021-07-07,18.35,18.05,16.3
2021-07-06,18.1,17.8,18.64
2021-07-05,19.75,17.45,21.1
2021-07-04,20.35,17.79,18.7
2021-07-03,19.6,18.14,17.64
2021-07-02,19.6,18.14,20.05
2021-07-01,20.6,18.1,18.55
2021-06-30,20.95,19.3,16.5
2021-06-29,26.4,21.85,19.39
2021-06-28,26,30.04,21.3
2021-06-27,25.25,29.35,21.2
2021-06-26,24.9,26.45,17.39
2021-06-25,21.8,23.65,16.04
2021-06-24,18.95,18.6,16.3
2021-06-23,17.7,14.95,16.45
2021-06-22,18.85,17.8,13.2
2021-06-21,19.45,20.85,13.25
2021-06-20,18.05,20,14.45
2021-06-19,16.64,15.45,16.1
2021-06-18,14.6,17,15.35
2021-06-17,16.64,16.04,12.6
2021-06-16,16.39,16.14,13.1
2021-06-15,16.5,14.25,12.45
2021-06-14,17.14,14.85,13.7
2021-06-13,16.2,14.95,12.05
2021-06-12,16.55,15.1,11.65
2021-06-11,13.95,12.45,13.2
2021-06-10,15.7,12.64,12.6
2021-06-09,14.35,13.55,13.25
2021-06-08,11.7,13,12.05
2021-06-07,11.95,10.35,10.6
2021-06-06,11.1,10.64,9.6
2021-06-05,14.25,13.65,10.5
2021-06-04,14.5,14.1,9.15
2021-06-03,18.14,18.04,10.95
2021-06-02,20.5,20.85,12.25
2021-06-01,17.6,20.55,13.15
2021-05-31,16.55,16.85,10.19
2021-05-30,14.5,14.5,10.7
2021-05-29,12.6,13.1,8.5
2021-05-28,13.6,12.35,8.45
2021-05-27,12.9,12.95,8.6
2021-05-26,13.64,12.45,7.6
2021-05-25,14.85,15.35,7.75
2021-05-24,11.95,13.05,7.8
2021-05-23,13.85,13.7,7.15
2021-05-22,13.1,12.65,8.3
2021-05-21,12,12.4,8.85
2021-05-20,10.5,12,9.15
2021-05-19,10.5,10.75,8.1
2021-05-18,11.3,10.14,8.55
2021-05-17,13.55,13,5.65
2021-05-16,14.05,13.8,4.25
2021-05-15,14.9,13.85,6.65
2021-05-14,13,13.89,7
2021-05-13,12.85,14.35,6.65
2021-05-12,13.9,14.25,4.5
2021-05-11,11.3,12.4,7.65
2021-05-10,11,10.65,8.8
2021-05-09,11.1,12.05,5.3
2021-05-08,11.2,9.9,5.65
2021-05-07,9.75,10.15,8.69
2021-05-06,13.7,12.9,5.3
2021-05-05,10.35,11.7,5
2021-05-04,11.95,11.65,4.5
2021-05-03,10.25,9.65,4.89
2021-05-02,10.8,10.9,6.25
2021-05-01,11.85,10.55,3.05
2021-04-30,14.2,14.05,6.3
2021-04-29,13.64,13.05,2.4
2021-04-28,12.2,11.5,-1.15
2021-04-27,11.1,10.1,0.89
2021-04-26,10.1,10.9,6.1
2021-04-25,10.05,9.25,5.45
2021-04-24,9.94,9.3,3.9
2021-04-23,11.3,9.65,2.54
2021-04-22,10.85,9.6,0.44
2021-04-21,9.69,11.6,1.35
2021-04-20,11.15,12.75,5.55
2021-04-19,13.05,13.25,5.9
2021-04-18,11.45,13.3,4.75
2021-04-17,11.89,14.14,7.15
2021-04-16,11.35,13.15,5.75
2021-04-15,10.55,12.8,3.09
2021-04-14,7.9,12.25,4.7
2021-04-13,8.45,9.55,2.35
2021-04-12,5.85,7.35,-0.2
2021-04-11,4.2,4.8,-15.25
2021-04-10,5.69,5.95,-16.45
2021-04-09,5.4,4.55,-11.6
2021-04-08,7.4,5.8,-10.8
2021-04-07,6.2,7.85,-11.6
2021-04-06,8.3,7.05,-7.55
2021-04-05,4.55,5.09,-0.59
2021-04-04,7.8,6.05,-1.85
2021-04-03,8.55,9.75,-7.35
2021-04-02,8.8,8.44,-5.15
2021-04-01,8.85,7.3,-4.3
2021-03-31,5.35,6.05,-0.75
2021-03-30,4.5,4.4,0.19
2021-03-29,4.84,4.84,-8
2021-03-28,6.6,6.1,-9.35
2021-03-27,6.8,6.2,-2.75
2021-03-26,6.5,5.6,-1.05
2021-03-25,7.4,7.55,-9.6
2021-03-24,6.05,7.5,-10.05
2021-03-23,5.3,4.4,-8.65
2021-03-22,7.05,6.69,-11.6
2021-03-21,5.65,6,-9.05
2021-03-20,7.55,7.75,-15.65
2021-03-19,8.6,8.64,-10.55
2021-03-18,7.7,6.55,-6.65
2021-03-17,5.35,5,-5.3
2021-03-16,3.8,3.55,-4.65
2021-03-15,3.9,4.2,-8.2
2021-03-14,6.95,6.25,-18.3
2021-03-13,8.19,5.9,-17.05
2021-03-12,6.45,5.35,-14.85
2021-03-11,3,4.75,-6.2
2021-03-10,4.35,4.55,-9.25
2021-03-09,7,6,-14.95
2021-03-08,5.85,7.45,-12
2021-03-07,6.69,6,-7.9
2021-03-06,7.95,6.1,-4.5
2021-03-05,8.8,9,-6.3
2021-03-04,6.35,4.75,-5.9
2021-03-03,6.6,5.4,-10.15
2021-03-02,4.8,4.4,-4.09
2021-03-01,7.8,5.35,-9.6
2021-02-28,5.09,6.5,-2.65
2021-02-27,2.4,3.8,-6.44
2021-02-26,5.8,5.15,-11.9
2021-02-25,5.65,5.25,-6.85
2021-02-24,1.9,2,-11.75
2021-02-23,4.45,5.25,-14.5
2021-02-22,8.1,7.6,-16
2021-02-21,7.9,9,-17.25
2021-02-20,2.9,3.09,-15.45
2021-02-19,4.64,4.35,-6
2021-02-18,3.95,3.05,-5.25
2021-02-17,3.25,1.6,-12.95
2021-02-16,5.65,3.84,-26.25
2021-02-15,2.35,1.25,-28.45
2021-02-14,0.05,0.29,-27.45
2021-02-13,-1.75,-1.2,-26.79
2021-02-12,-3.5,-2.29,-25.15
2021-02-11,-1.8,-2.2,-26.65
2021-02-10,-1.6,-2.1,-31.1
2021-02-09,-0.75,-0.55,-36.85
2021-02-08,0.7,2.19,-27.8
2021-02-07,5.5,4.05,-22.2
2021-02-06,6.8,8,-25.15
2021-02-05,6.35,7.85,-22.9
2021-02-04,4.9,6.8,-25.45
2021-02-03,4.55,5.45,-21.75
2021-02-02,5.4,6.15,-25.9
2021-02-01,6.19,6.25,-19.7
2021-01-31,6.5,7.05,-23.4
2021-01-30,5.8,5.4,-23.2
2021-01-29,4.75,3.4,-19.7
2021-01-28,4.55,3.9,-24.95
2021-01-27,3.2,3.5,-25.6
2021-01-26,4.4,2.54,-16.85
2021-01-25,3.15,2.75,-11.65
2021-01-24,2.29,3.8,-12.2
2021-01-23,0,1.45,-14.85
2021-01-22,1.45,2.15,-14.14
2021-01-21,3.84,4.7,-13.6
2021-01-20,5.09,5.65,-10.75
2021-01-19,3.85,3.4,-3.5
2021-01-18,4,3.7,-0.6
2021-01-17,5.8,5.3,-1.35
2021-01-16,5.4,4.35,-3.35
2021-01-15,7.5,7.3,-1.3
2021-01-14,4.95,5,-6.5
2021-01-13,7.75,7.65,-4.84
2021-01-12,9.69,10.55,-4.55
2021-01-11,8.94,7.44,-1.9
2021-01-10,6.85,6.5,-2.29
2021-01-09,3.2,3.15,-3.8
2021-01-08,4.3,5.05,-4
2021-01-07,5.6,4.15,-4.59
2021-01-06,6.7,5.9,-4.15
2021-01-05,5.19,3.8,-10.9
2021-01-04,5.75,7.25,-17.8
2021-01-03,5.8,6,-16
2021-01-02,7.85,8.15,-14.95
2021-01-01,8.5,8.9,-11.6
2020-12-31,6.5,7.05,-8.85
2020-12-30,4.75,6.65,-6.1
2020-12-29,4,3.09,-4.84
2020-12-28,5.3,3.65,-9.44
2020-12-27,5.19,5.75,-11.75
2020-12-26,6.5,5.15,-15.14
2020-12-25,3.7,2.35,-21
2020-12-24,0.04,-0.44,-11.3
2020-12-23,1.8,1.1,-2.04
2020-12-22,2.09,1.85,-11.8
2020-12-21,4.25,3.2,-13.55
2020-12-20,7.25,9.25,-9.8
2020-12-19,6.35,6.19,-20.85
2020-12-18,7.5,8.3,-20.75
2020-12-17,7.25,7.3,-19.5
2020-12-16,8.1,8.5,-15.9
2020-12-15,7.5,7.15,-14.6
2020-12-14,6.25,6.8,-14.14
2020-12-13,3.15,3.45,-13.8
2020-12-12,1.79,2.35,-13.7
2020-12-11,4,4.7,-14.75
2020-12-10,5.15,4.8,-11
2020-12-09,7,5.75,-6.95
2020-12-08,8.4,8.64,-1.4
2020-12-07,9.3,7.85,-0.19
2020-12-06,6.65,6.44,-6.4
2020-12-05,5.35,5.1,-8.55
2020-12-04,5.05,5.4,-3.9
2020-12-03,3.34,4.1,0.5
2020-12-02,3.05,5.09,3.2
2020-12-01,3.9,3.4,-0.09
2020-11-30,7.44,6.85,-8.1
2020-11-29,3.65,4.55,-3.34
2020-11-28,5.4,5.19,-5.6
2020-11-27,8.65,7.8,-13.3
2020-11-26,6.1,6.1,-3.8
2020-11-25,6.19,4.3,-12.39
2020-11-24,6.8,4.59,-9.3
2020-11-23,6.25,5.4,-8.65
2020-11-22,4.5,3.9,-10.95
2020-11-21,5.5,4.55,-15.05
2020-11-20,7.95,7.35,-20.14
2020-11-19,6.35,5.4,-18.6
2020-11-18,7.65,7.55,-18.7
2020-11-17,9.65,9.3,-17.8
2020-11-16,6.9,5.55,-14.5
2020-11-15,8.15,8.94,-8.8
2020-11-14,5.19,4.5,-8.25
2020-11-13,6.4,7.8,-5.95
2020-11-12,4.59,6.1,-4.65
2020-11-11,2.15,3.05,-6.1
2020-11-10,3.5,3.55,-10.45
2020-11-09,1.35,2.4,-1.4
2020-11-08,2.95,3.25,-6.55
2020-11-07,6.4,4.05,-18.55
2020-11-06,6.65,7.3,-18
2020-11-05,10.05,11.3,-20.45
2020-11-04,13.45,13.64,-19.54
2020-11-03,10.1,9.25,-16.64
2020-11-02,7.8,5.3,-17.39
2020-11-01,6.35,7.65,-15.3
2020-10-31,5.55,6.8,-11.3
2020-10-30,10,10,-5.69
2020-10-29,11.85,12.55,-4.84
2020-10-28,11.8,13.3,-3.55
2020-10-27,7.69,6.15,1.2
2020-10-26,4.55,3.84,3.84
2020-10-25,0.85,2.95,-3.65
2020-10-24,5.2,5.75,-9.65
2020-10-23,5.6,4.95,-11.1
2020-10-22,7.4,6.15,-11.65
2020-10-21,9.25,7.7,-8.64
2020-10-20,9.9,8.85,-6.7
2020-10-19,11.5,10.64,-7.85
2020-10-18,10.15,10.05,-9
2020-10-17,11.5,11.3,-9.8
2020-10-16,11.8,15.25,-4.19
2020-10-15,8.55,8.65,-0.6
2020-10-14,10.5,11.39,0.95
2020-10-13,12,12.14,0.3
2020-10-12,11.25,10.45,4.3
2020-10-11,9.39,9.5,5.2
2020-10-10,13.55,13.2,-0.2
2020-10-09,14.1,13.39,3.4
2020-10-08,15.6,14.75,2
2020-10-07,12.3,13.6,1.85
2020-10-06,12.85,13.85,7.4
2020-10-05,13.2,14.4,7
2020-10-04,14,12.95,4.2
2020-10-03,14.1,12.39,9
2020-10-02,14.2,16.2,9.44
2020-10-01,14.85,14.64,9.9
2020-09-30,15.5,16.25,8.94
2020-09-29,13.7,16.7,3.3
2020-09-28,13.35,13.8,8.55
2020-09-27,13,12.35,6.25
2020-09-26,12.65,11.7,5.7
2020-09-25,15.95,15.05,8.1
2020-09-24,15.85,15.8,8.25
2020-09-23,15.9,14.15,7.05
2020-09-22,16.45,13.55,7.7
2020-09-21,16.25,14.25,8.15
2020-09-20,16.64,13.3,5.15
2020-09-19,15.95,15.9,5.3
2020-09-18,16.55,13.95,10.25
2020-09-17,17.55,17.14,13.05
2020-09-16,17.14,18.2,8.35
2020-09-15,18.64,18.55,7.75
2020-09-14,14.25,14,4.34
2020-09-13,13.89,12.5,5.1
2020-09-12,15.15,12.5,4.75
2020-09-11,19.2,17.14,5.3
2020-09-10,18.25,20.7,9.6
2020-09-09,16.85,19.6,11.45
2020-09-08,16.5,18.35,12.75
2020-09-07,18.8,20.2,12.25
2020-09-06,17.25,16.5,6.85
2020-09-05,17.95,16.25,6.3
2020-09-04,17.89,20,7.4
2020-09-03,16.64,17.6,12.25
2020-09-02,17.85,16.39,8
2020-09-01,18.05,16.1,12.1
2020-08-31,16.14,15.45,13.35
2020-08-30,14.55,13.35,9.1
2020-08-29,16.5,15.2,10.6
2020-08-28,17.2,15.45,8.8
2020-08-27,15.85,15.75,9.4
2020-08-26,15.75,16.14,10.45
2020-08-25,15.4,15.75,12.55
2020-08-24,16.95,17.2,11.95
2020-08-23,16.55,16.2,15.39
2020-08-22,16,17.04,15.65
2020-08-21,19.05,18,13.4
2020-08-20,19,17.04,10
2020-08-19,19.6,16.5,11.1
2020-08-18,20.9,19.45,10.39
2020-08-17,23.7,19.89,13.6
2020-08-16,21.55,21.95,11.05
2020-08-15,18.45,19.5,10.25
2020-08-14,17.1,17.39,8.8
2020-08-13,15.35,14.9,10.3
2020-08-12,16.75,14.75,12.35
2020-08-11,16.45,15.55,11.25
2020-08-10,17.35,17.25,11.05
2020-08-09,15.95,16.45,10.85
2020-08-08,17.7,16.5,11.8
2020-08-07,16.75,15.45,11.25
2020-08-06,17.85,18.6,13
2020-08-05,20.7,18.8,13.45
2020-08-04,20,19.55,13.7
2020-08-03,20.39,19.29,13.5
2020-08-02,19.95,17,15.4
2020-08-01,19.2,16.95,18.04
2020-07-31,21.15,20.2,18.95
2020-07-30,19.55,21,18.05
2020-07-29,18.2,18.35,15
2020-07-28,19.2,18.75,11.65
2020-07-27,20.29,21.7,11.3
2020-07-26,17.89,20.35,14.7
2020-07-25,16.3,17.5,15.5
2020-07-24,17.35,17.85,13.25
2020-07-23,18.2,17.5,13
2020-07-22,19.95,17.89,13.4
2020-07-21,21.6,18.14,15
2020-07-20,20.5,20.7,16.95
2020-07-19,18.6,19.2,16.39
2020-07-18,17.05,17.89,14
2020-07-17,18.35,18,14.65
2020-07-16,19.7,19.35,14.1
2020-07-15,19.05,17.2,12.35
2020-07-14,16.14,16.6,11.3
2020-07-13,15.25,15.6,12.95
2020-07-12,15.7,14.85,14.89
2020-07-11,15.4,13.75,13.1
2020-07-10,16.39,13.95,11.2
2020-07-09,17.04,16.95,13.25
2020-07-08,17.14,13.85,12.3
2020-07-07,16.1,14.75,12.55
2020-07-06,16.54,16.75,13.55
2020-07-05,15.2,15.64,14.95
2020-07-04,15.6,14.85,14.95
2020-07-03,13.45,13.1,13.65
2020-07-02,15.55,15.35,13.85
2020-07-01,13.9,15.7,15.25
2020-06-30,16.64,16.8,12.6
2020-06-29,17.35,15.55,11.45
2020-06-28,16.1,15.8,14.05
2020-06-27,16.2,16.3,12.75
2020-06-26,17.5,16.25,11.55
2020-06-25,17.5,17,9.85
2020-06-24,18.14,18.45,10.7
2020-06-23,17.95,17,10.8
2020-06-22,17.05,15.3,11.15
2020-06-21,17.64,17.75,12.25
2020-06-20,18.05,16.64,15.7
2020-06-19,18.89,15.4,14.8
2020-06-18,15.25,16.3,12.45
2020-06-17,15.55,14.6,12.75
2020-06-16,14.2,13.15,10.7
2020-06-15,12.65,14.3,13.05
2020-06-14,14.55,12.65,14.05
2020-06-13,13.35,12.85,13.9
2020-06-12,14.65,13.65,13
2020-06-11,17,15.45,11.1
2020-06-10,16.39,15.5,11.75
2020-06-09,12.45,12.7,9.75
2020-06-08,15.6,15,10.9
2020-06-07,13.4,14.7,11.5
2020-06-06,13.95,13.9,12.1
2020-06-05,13.7,13.85,9.7
2020-06-04,15.1,13.89,7.85
2020-06-03,13.15,12.3,9.19
2020-06-02,12.89,11.4,9.9
2020-06-01,12.85,12.8,8.94
2020-05-31,13.75,15.05,9.75
2020-05-30,13.64,13.25,9.44
2020-05-29,16.14,16.75,13.85
2020-05-28,17.05,17.5,12.5
2020-05-27,13.6,14.9,9
2020-05-26,14.55,13.95,6.2
2020-05-25,15,14.55,8.1
2020-05-24,14.35,12.95,12.75
2020-05-23,13.8,13.4,13.5
2020-05-22,13.9,12.2,11.95
2020-05-21,13.05,11.6,9.65
2020-05-20,13.39,14.8,6.69
2020-05-19,14.1,14.45,8.39
2020-05-18,13.05,13.35,8.6
2020-05-17,14,13.2,6.8
2020-05-16,13.85,11.25,8.25
2020-05-15,13.6,11.8,9.6
2020-05-14,13.75,12.65,7.3
2020-05-13,14.4,12.9,9.65
2020-05-12,15.05,13.95,11.14
2020-05-11,16.8,16.75,10.8
2020-05-10,16.2,18.95,13.3
2020-05-09,14.8,17.3,10.8
2020-05-08,13.2,15.05,8.95
2020-05-07,10.15,11.45,8.1
2020-05-06,13.1,13.14,6.5
2020-05-05,11.4,12.3,7.4
2020-05-04,9.6,9.3,7.05
2020-05-03,10.19,9.25,6.65
2020-05-02,12.05,10.19,7.3
2020-05-01,12.25,10.75,5.9
2020-04-30,12.25,12.2,5.1
2020-04-29,10.1,10.89,5.8
2020-04-28,10.14,8.5,6.2
2020-04-27,12.2,12.05,6.65
2020-04-26,10,10.05,2.8
2020-04-25,13.5,12.1,0.14
2020-04-24,10.7,8.44,3.4
2020-04-23,11.05,10.4,5.55
2020-04-22,9.8,10.25,5.2
2020-04-21,10.7,11.35,6.6
2020-04-20,10.7,10.75,7.6
2020-04-19,12.8,9.69,8.05
2020-04-18,12.95,11.15,7.15
2020-04-17,10.85,9.1,7.1
2020-04-16,10.1,10.7,7.35
2020-04-15,9.8,11.5,7.19
2020-04-14,9.35,8.8,4.8
2020-04-13,7.6,8.25,5.69
2020-04-12,7.2,7.75,1.65
2020-04-11,10.1,9,-4.65
2020-04-10,9.25,8.75,-8.04
2020-04-09,7.7,9.1,-3.4
2020-04-08,7,7.5,-0.35
2020-04-07,7.3,7.85,-7.55
2020-04-06,5.8,6.3,-1.7
2020-04-05,6.75,6.5,-2.7
2020-04-04,6,4.89,-4.14
2020-04-03,6.05,4.4,-7.2
2020-04-02,5.8,4.5,-11.7
2020-04-01,5.3,6,-13.4
2020-03-31,6.15,4.9,-17.1
2020-03-30,7.05,6.25,-18.6
2020-03-29,10.25,8.69,-16.95
2020-03-28,8.64,8.6,-19.64
2020-03-27,7.19,7.15,-11.05
2020-03-26,6.4,4.55,-1.85
2020-03-25,5.9,5.55,-1.15
2020-03-24,5.45,4.55,-2.29
2020-03-23,7.19,7.35,-6.45
2020-03-22,6.65,5.6,-2.54
2020-03-21,5.6,6.15,-3.8
2020-03-20,6.35,6.5,-0.95
2020-03-19,6.5,5.75,-0.39
2020-03-18,5.05,5.45,-4.7
2020-03-17,3.85,4.44,-7
2020-03-16,3.35,4.75,-5.3
2020-03-15,1.04,3.8,-9.3
2020-03-14,2.75,2.15,-11.85
2020-03-13,4.94,5.15,-17.5
2020-03-12,4.7,3.55,-21.55
2020-03-11,6.75,6.3,-16.2
2020-03-10,4.9,5.44,-7.85
2020-03-09,1.74,2.8,-1.69
2020-03-08,2.8,3.2,-7.4
2020-03-07,3.5,3.6,-13.8
2020-03-06,4.84,4.05,-18.7
2020-03-05,6.75,5.9,-18.35
2020-03-04,7.15,6.7,-16.3
2020-03-03,5.3,5.4,-7.65
2020-03-02,4.75,6.6,0.44
2020-03-01,3.3,3.4,-3.49
2020-02-29,6.44,6,-19.1
2020-02-28,6.4,4.5,-12.2
2020-02-27,7.7,5.8,-7.75
2020-02-26,6.3,6.5,-11.8
2020-02-25,5.15,3.85,-16.64
2020-02-24,5.9,4.65,-12.85
2020-02-23,6.45,6.65,-7.69
2020-02-22,6.15,7.19,-7.05
2020-02-21,4.65,3.2,-1.75
2020-02-20,2.54,3.2,-2.34
2020-02-19,2,2.89,0
2020-02-18,2.19,3.15,-7.4
2020-02-17,3.25,3.05,-24.2
2020-02-16,5.7,4.6,-26.05
2020-02-15,5.05,6.9,-21.65
2020-02-14,5.05,5.6,-21
2020-02-13,6.8,7,-9.3
2020-02-12,6.35,5.65,-8.79
2020-02-11,5.9,5.7,-11.05
2020-02-10,3.7,4.75,-2.6
2020-02-09,1.94,2.65,-1.05
2020-02-08,5.2,5.7,-8.25
2020-02-07,5.65,6.3,-10.8
2020-02-06,4.34,4.3,-3.9
2020-02-05,2.7,2.5,-4.15
2020-02-04,0.5,0.3,-8.6
2020-02-03,2.19,1.6,-17.35
2020-02-02,2.4,1.6,-24.54
2020-02-01,7.05,7,-14.6
2020-01-31,9.44,10.19,-10.95
2020-01-30,6.35,4.2,-6.5
2020-01-29,8.35,7.35,-1.55
2020-01-28,7.25,6.6,-11.3
2020-01-27,7,6.25,-14.25
2020-01-26,8.55,9.85,-20.7
2020-01-25,7.65,7.6,-20.5
2020-01-24,8.19,8.55,-17.2
2020-01-23,8.19,9.19,-12.89
2020-01-22,6.44,6.2,-16.55
2020-01-21,7.15,7,-14.7
2020-01-20,7.05,7,-17.39
2020-01-19,6.65,6.5,-24.5
2020-01-18,3.35,5.75,-36.2
2020-01-17,-0.75,-0.95,-36.79
2020-01-16,-1,1.55,-34.9
2020-01-15,-3.7,0.25,-35.35
2020-01-14,-7.1,-4.7,-38
2020-01-13,-4.3,-2.8,-37.84
2020-01-12,0.95,2.29,-36.54
